     Survived  Pclass     Sex    Age  Siblings/Spouses  Parents/Children      Fare
605         1       2  female  22.00                 1                 2   41.5792
606         1       1  female  40.00                 0                 0  153.4625
607         0       3  female  39.00                 1                 5   31.2750
608         0       3    male  21.00                 0                 0    7.0500
609         1       3  female  18.00                 1                 0   15.5000
610         0       3    male  22.00                 0                 0    7.7500
611         0       3    male  35.00                 0                 0    8.0500
612         1       2  female  24.00                 1                 2   65.0000
613         0       3    male  34.00                 1                 1   14.4000
614         0       3  female  26.00                 1                 0   16.1000
615         1       2  female   4.00                 2                 1   39.0000
616         0       2    male  26.00                 0                 0   10.5000
617         0       3    male  27.00                 1                 0   14.4542
618         1       1    male  42.00                 1                 0   52.5542
619         1       3    male  20.00                 1                 1   15.7417
620         0       3    male  21.00                 0                 0    7.8542
621         0       3    male  21.00                 0                 0   16.1000
622         0       1    male  61.00                 0                 0   32.3208
623         0       2    male  57.00                 0                 0   12.3500
624         1       1  female  21.00                 0                 0   77.9583
625         0       3    male  26.00                 0                 0    7.8958
626         0       3    male  18.00                 0                 0    7.7333
627         1       1    male  80.00                 0                 0   30.0000
628         0       3    male  51.00                 0                 0    7.0542
629         1       1    male  32.00                 0                 0   30.5000
630         0       1    male  30.00                 0                 0    0.0000
631         0       3  female   9.00                 3                 2   27.9000
632         1       2  female  28.00                 0                 0   13.0000
633         0       3    male  32.00                 0                 0    7.9250
634         0       2    male  31.00                 1                 1   26.2500
635         0       3  female  41.00                 0                 5   39.6875
636         0       3    male  37.00                 1                 0   16.1000
637         0       3    male  20.00                 0                 0    7.8542
638         1       1  female  24.00                 0                 0   69.3000
639         0       3  female   2.00                 3                 2   27.9000
640         1       3    male  32.00                 0                 0   56.4958
641         1       3  female   0.75                 2                 1   19.2583
642         1       1    male  48.00                 1                 0   76.7292
643         0       3    male  19.00                 0                 0    7.8958
644         1       1    male  56.00                 0                 0   35.5000
645         0       3    male  21.00                 0                 0    7.5500
646         1       3  female  23.00                 0                 0    7.5500
647         0       3    male  23.00                 0                 0    7.8958
648         1       2  female  18.00                 0                 1   23.0000
649         0       3    male  21.00                 0                 0    8.4333
650         1       3  female  16.00                 0                 0    7.8292
651         0       3  female  18.00                 0                 0    6.7500
652         0       2    male  24.00                 2                 0   73.5000
653         0       3    male  27.00                 0                 0    7.8958
654         0       3  female  32.00                 1                 1   15.5000
655         0       2    male  23.00                 0                 0   13.0000
656         0       1    male  58.00                 0                 2  113.2750
657         1       1    male  50.00                 2                 0  133.6500
658         0       3    male  40.00                 0                 0    7.2250
659         0       1    male  47.00                 0                 0   25.5875
660         0       3    male  36.00                 0                 0    7.4958
661         1       3    male  20.00                 1                 0    7.9250
662         0       2    male  32.00                 2                 0   73.5000
663         0       2    male  25.00                 0                 0   13.0000
664         0       3    male  49.00                 0                 0    7.7750
665         0       3    male  43.00                 0                 0    8.0500
666         1       1  female  48.00                 1                 0   52.0000
667         1       2  female  40.00                 1                 1   39.0000
668         0       1    male  31.00                 1                 0   52.0000
669         0       2    male  70.00                 0                 0   10.5000
670         1       2    male  31.00                 0                 0   13.0000
671         0       2    male  19.00                 0                 0    0.0000
672         0       3    male  18.00                 0                 0    7.7750
673         0       3    male  24.50                 0                 0    8.0500
674         1       3  female  18.00                 0                 0    9.8417
675         0       3  female  43.00                 1                 6   46.9000
676         1       1    male  36.00                 0                 1  512.3292
677         0       3  female  28.00                 0                 0    8.1375
678         1       1    male  27.00                 0                 0   76.7292
679         0       3    male  20.00                 0                 0    9.2250
680         0       3    male  14.00                 5                 2   46.9000
681         0       2    male  60.00                 1                 1   39.0000
682         0       2    male  25.00                 1                 2   41.5792
683         0       3    male  14.00                 4                 1   39.6875
684         0       3    male  19.00                 0                 0   10.1708
685         0       3    male  18.00                 0                 0    7.7958
686         1       1  female  15.00                 0                 1  211.3375
687         1       1    male  31.00                 1                 0   57.0000
688         1       3  female   4.00                 0                 1   13.4167
689         1       3    male  37.00                 0                 0   56.4958
690         0       3    male  25.00                 0                 0    7.2250
691         0       1    male  60.00                 0                 0   26.5500
692         0       2    male  52.00                 0                 0   13.5000
693         0       3    male  44.00                 0                 0    8.0500
694         1       3  female  19.00                 0                 0    7.7333
695         0       1    male  49.00                 1                 1  110.8833
696         0       3    male  42.00                 0                 0    7.6500
697         1       1  female  18.00                 1                 0  227.5250
698         1       1    male  35.00                 0                 0   26.2875
699         0       3  female  18.00                 0                 1   14.4542
700         0       3    male  25.00                 0                 0    7.7417
701         0       3    male  26.00                 1                 0    7.8542
702         0       2    male  39.00                 0                 0   26.0000
703         1       2  female  45.00                 0                 0   13.5000
704         1       1    male  42.00                 0                 0   26.2875
705         1       1  female  22.00                 0                 0  151.5500
706         1       3    male   4.00                 1                 1   15.2458
707         1       1  female  24.00                 0                 0   49.5042
708         0       1    male  41.00                 0                 0   26.5500
709         1       1    male  48.00                 1                 0   52.0000
710         0       3    male  29.00                 0                 0    9.4833
711         0       2    male  52.00                 0                 0   13.0000
712         0       3    male  19.00                 0                 0    7.6500
713         1       1  female  38.00                 0                 0  227.5250
714         1       2  female  27.00                 0                 0   10.5000
715         0       3    male  33.00                 0                 0    7.7750
716         1       2  female   6.00                 0                 1   33.0000
717         0       3    male  17.00                 1                 0    7.0542
718         0       2    male  34.00                 0                 0   13.0000
719         0       2    male  50.00                 0                 0   13.0000
720         1       1    male  27.00                 1                 0   53.1000
721         0       3    male  20.00                 0                 0    8.6625
722         1       2  female  30.00                 3                 0   21.0000
723         1       3  female  28.00                 0                 0    7.7375
724         0       2    male  25.00                 1                 0   26.0000
725         0       3  female  25.00                 1                 0    7.9250
726         1       1  female  29.00                 0                 0  211.3375
727         0       3    male  11.00                 0                 0   18.7875
728         0       2    male  41.00                 0                 0    0.0000
729         0       2    male  23.00                 0                 0   13.0000
730         0       2    male  23.00                 0                 0   13.0000
731         0       3    male  28.50                 0                 0   16.1000
732         0       3  female  48.00                 1                 3   34.3750
733         1       1    male  35.00                 0                 0  512.3292
734         0       3    male  20.00                 0                 0    7.8958
735         0       3    male  32.00                 0                 0    7.8958
736         1       1    male  45.00                 0                 0   30.0000
737         0       1    male  36.00                 1                 0   78.8500
738         1       1  female  21.00                 2                 2  262.3750
739         0       3    male  24.00                 1                 0   16.1000
740         1       3    male  31.00                 0                 0    7.9250
741         0       1    male  70.00                 1                 1   71.0000
742         0       3    male  16.00                 1                 1   20.2500
743         1       2  female  30.00                 0                 0   13.0000
744         0       1    male  19.00                 1                 0   53.1000
745         0       3    male  31.00                 0                 0    7.7500
746         1       2  female   4.00                 1                 1   23.0000
747         1       3    male   6.00                 0                 1   12.4750
748         0       3    male  33.00                 0                 0    9.5000
749         0       3    male  23.00                 0                 0    7.8958
750         1       2  female  48.00                 1                 2   65.0000
751         1       2    male   0.67                 1                 1   14.5000
752         0       3    male  28.00                 0                 0    7.7958
753         0       2    male  18.00                 0                 0   11.5000
754         0       3    male  34.00                 0                 0    8.0500
755         1       1  female  33.00                 0                 0   86.5000
756         0       3    male  23.00                 0                 0   14.5000
757         0       3    male  41.00                 0                 0    7.1250
758         1       3    male  20.00                 0                 0    7.2292
759         1       1  female  36.00                 1                 2  120.0000
760         0       3    male  16.00                 0                 0    7.7750
761         1       1  female  51.00                 1                 0   77.9583
762         0       1    male  46.00                 0                 0   39.6000
763         0       3  female  30.50                 0                 0    7.7500
764         0       3    male  28.00                 1                 0   24.1500
765         0       3    male  32.00                 0                 0    8.3625
766         0       3    male  24.00                 0                 0    9.5000
767         0       3    male  48.00                 0                 0    7.8542
768         0       2  female  57.00                 0                 0   10.5000
769         0       3    male  29.00                 0                 0    7.2250
770         1       2  female  54.00                 1                 3   23.0000
771         0       3    male  18.00                 0                 0    7.7500
772         0       3    male  20.00                 0                 0    7.7500
773         1       3  female   5.00                 0                 0   12.4750
774         0       3    male  22.00                 0                 0    7.7375
775         1       1  female  43.00                 0                 1  211.3375
776         1       3  female  13.00                 0                 0    7.2292
777         1       1  female  17.00                 1                 0   57.0000
778         0       1    male  29.00                 0                 0   30.0000
779         0       3    male  35.00                 1                 2   23.4500
780         0       3    male  25.00                 0                 0    7.0500
781         0       3    male  25.00                 0                 0    7.2500
782         1       3  female  18.00                 0                 0    7.4958
783         0       3    male   8.00                 4                 1   29.1250
784         1       3    male   1.00                 1                 2   20.5750
785         0       1    male  46.00                 0                 0   79.2000
786         0       3    male  20.00                 0                 0    7.7500
787         0       2    male  16.00                 0                 0   26.0000
788         0       3  female  21.00                 8                 2   69.5500
789         0       1    male  43.00                 0                 0   30.6958
790         0       3    male  25.00                 0                 0    7.8958
791         0       2    male  39.00                 0                 0   13.0000
792         1       1  female  49.00                 0                 0   25.9292
793         1       3  female  31.00                 0                 0    8.6833
794         0       3    male  30.00                 0                 0    7.2292
795         0       3  female  30.00                 1                 1   24.1500
796         0       2    male  34.00                 0                 0   13.0000
797         1       2  female  31.00                 1                 1   26.2500
798         1       1    male  11.00                 1                 2  120.0000
799         1       3    male   0.42                 0                 1    8.5167
800         1       3    male  27.00                 0                 0    6.9750
801         0       3    male  31.00                 0                 0    7.7750
802         0       1    male  39.00                 0                 0    0.0000
803         0       3  female  18.00                 0                 0    7.7750
804         0       2    male  39.00                 0                 0   13.0000
805         1       1  female  33.00                 1                 0   53.1000
806         0       3    male  26.00                 0                 0    7.8875
807         0       3    male  39.00                 0                 0   24.1500
808         0       2    male  35.00                 0                 0   10.5000
809         0       3  female   6.00                 4                 2   31.2750
810         0       3    male  30.50                 0                 0    8.0500
811         0       1    male  39.00                 0                 0    0.0000
812         0       3  female  23.00                 0                 0    7.9250
813         0       2    male  31.00                 1                 1   37.0042
814         0       3    male  43.00                 0                 0    6.4500
815         0       3    male  10.00                 3                 2   27.9000
816         1       1  female  52.00                 1                 1   93.5000
817         1       3    male  27.00                 0                 0    8.6625
818         0       1    male  38.00                 0                 0    0.0000
819         1       3  female  27.00                 0                 1   12.4750
820         0       3    male   2.00                 4                 1   39.6875
821         0       3    male  36.00                 0                 0    6.9500
822         0       3    male  23.00                 0                 0   56.4958
823         1       2    male   1.00                 0                 2   37.0042
824         1       3    male  19.00                 0                 0    7.7500
825         1       1  female  62.00                 0                 0   80.0000
826         1       3  female  15.00                 1                 0   14.4542
827         1       2    male   0.83                 1                 1   18.7500
828         0       3    male  30.00                 0                 0    7.2292
829         0       3    male  23.00                 0                 0    7.8542
830         0       3    male  18.00                 0                 0    8.3000
831         1       1  female  39.00                 1                 1   83.1583
832         0       3    male  21.00                 0                 0    8.6625
833         0       3    male  20.00                 0                 0    8.0500
834         1       3    male  32.00                 0                 0   56.4958
835         1       1    male  29.00                 0                 0   29.7000
836         0       3    male  20.00                 0                 0    7.9250
837         0       2    male  16.00                 0                 0   10.5000
838         1       1  female  30.00                 0                 0   31.0000
839         0       3    male  34.50                 0                 0    6.4375
840         0       3    male  17.00                 0                 0    8.6625
841         0       3    male  42.00                 0                 0    7.5500
842         0       3    male  18.00                 8                 2   69.5500
843         0       3    male  35.00                 0                 0    7.8958
844         0       2    male  28.00                 0                 1   33.0000
845         1       1  female  40.00                 1                 0   89.1042
846         0       3    male   4.00                 4                 2   31.2750
847         0       3    male  74.00                 0                 0    7.7750
848         0       3  female   9.00                 1                 1   15.2458
849         1       1  female  16.00                 0                 1   39.4000
850         0       2  female  44.00                 1                 0   26.0000
851         1       3  female  18.00                 0                 1    9.3500
852         1       1  female  45.00                 1                 1  164.8667
853         1       1    male  51.00                 0                 0   26.5500
854         1       3  female  24.00                 0                 3   19.2583
855         0       3    male  30.00                 0                 0    7.2292
856         0       3    male  41.00                 2                 0   14.1083
857         0       2    male  21.00                 1                 0   11.5000
858         1       1  female  48.00                 0                 0   25.9292
859         0       3  female  14.00                 8                 2   69.5500
860         0       2    male  24.00                 0                 0   13.0000
861         1       2  female  42.00                 0                 0   13.0000
862         1       2  female  27.00                 1                 0   13.8583
863         0       1    male  31.00                 0                 0   50.4958
864         0       3    male  23.00                 0                 0    9.5000
865         1       3    male   4.00                 1                 1   11.1333
866         0       3    male  26.00                 0                 0    7.8958
867         1       1  female  47.00                 1                 1   52.5542
868         0       1    male  33.00                 0                 0    5.0000
869         0       3    male  47.00                 0                 0    9.0000
870         1       2  female  28.00                 1                 0   24.0000
871         1       3  female  15.00                 0                 0    7.2250
872         0       3    male  20.00                 0                 0    9.8458
873         0       3    male  19.00                 0                 0    7.8958
874         0       3    male  23.00                 0                 0    7.8958
875         1       1  female  56.00                 0                 1   83.1583
876         1       2  female  25.00                 0                 1   26.0000
877         0       3    male  33.00                 0                 0    7.8958
878         0       3  female  22.00                 0                 0   10.5167
879         0       2    male  28.00                 0                 0   10.5000
880         0       3    male  25.00                 0                 0    7.0500
881         0       3  female  39.00                 0                 5   29.1250
882         0       2    male  27.00                 0                 0   13.0000
883         1       1  female  19.00                 0                 0   30.0000
884         0       3  female   7.00                 1                 2   23.4500
885         1       1    male  26.00                 0                 0   30.0000
886         0       3    male  32.00                 0                 0    7.7500
